ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)
1518|2,6|Winter|1271.0|886.0|0.6970889063729347|-200.0|345.0|688.0|121.0|1321.0|1113.0
1519|3,3|Spring|1148.0|1104.0|0.9616724738675958|-200.0|258.0|723.0|138.0|1713.0|1301.0
1520|1,1|Fall|958.0|928.0|0.9686847599164927|-200.0|351.0|841.0|174.0|986.0|1120.0
1521|1,7|Fall|1162.0|1008.0|0.8674698795180723|-200.0|183.0|658.0|60.0|1556.0|1160.0
1522|2,5|Fall|1160.0|1185.0|1.021551724137931|-200.0|396.0|873.0|168.0|1522.0|1162.0
1523|3,2|Spring|1181.0|1114.0|0.9432684165961049|405.0|147.0|787.0|119.0|1685.0|1032.0
1524|0,5|Winter|691.0|471.0|0.6816208393632417|-200.0|63.0|1552.0|53.0|698.0|357.0
1525|-200|Summer|779.0|663.0|0.8510911424903723|-200.0|45.0|1022.0|65.0|1337.0|671.0
1526|2,4|Summer|1250.0|1166.0|0.9328|-200.0|186.0|626.0|133.0|1925.0|1435.0
1527|2,4|Winter|-200.0|-200.0|1.0|-200.0|381.0|-200.0|150.0|-200.0|-200.0
1528|0,5|Spring|1151.0|813.0|0.7063423110338836|-200.0|238.0|702.0|151.0|1156.0|1073.0
1529|4|Fall|1311.0|1225.0|0.9344012204424104|-200.0|781.0|538.0|121.0|1464.0|1434.0
1530|1,7|Winter|-200.0|-200.0|1.0|-200.0|178.0|-200.0|134.0|-200.0|-200.0
1531|6,6|Spring|1934.0|1682.0|0.8697001034126164|506.0|421.0|541.0|151.0|2468.0|2051.0
1532|1,1|Winter|859.0|611.0|0.7112922002328289|-200.0|135.0|1053.0|95.0|918.0|562.0
1533|0,7|Summer|784.0|638.0|0.8137755102040817|-200.0|51.0|1314.0|54.0|1412.0|529.0
1534|2,3|Winter|1045.0|960.0|0.9186602870813397|-200.0|301.0|1376.0|118.0|1259.0|972.0
1535|2,4|Fall|1197.0|1012.0|0.8454469507101086|-200.0|607.0|717.0|179.0|1103.0|1655.0
1536|4,5|Winter|-200.0|-200.0|1.0|-200.0|605.0|-200.0|225.0|-200.0|-200.0
1537|3,2|Fall|1353.0|1176.0|0.8691796008869179|-200.0|318.0|584.0|69.0|1723.0|2150.0
1538|-200|Spring|1221.0|1367.0|1.1195741195741196|-200.0|-200.0|722.0|-200.0|2008.0|1330.0
1539|3,2|Summer|1371.0|1384.0|1.0094821298322392|-200.0|219.0|545.0|119.0|2082.0|1745.0
1540|5,8|Fall|1399.0|1558.0|1.1136526090064331|-200.0|-200.0|473.0|-200.0|2052.0|1652.0
1541|0,8|Summer|868.0|736.0|0.847926267281106|-200.0|32.0|894.0|39.0|1548.0|638.0
1542|0,9|Spring|1153.0|910.0|0.7892454466608847|-200.0|285.0|622.0|156.0|1208.0|827.0
1543|1,4|Winter|940.0|829.0|0.8819148936170212|-200.0|209.0|823.0|140.0|901.0|716.0
1544|3,4|Summer|1255.0|1283.0|1.0223107569721115|-200.0|203.0|640.0|160.0|2023.0|1232.0
1545|2,8|Spring|1310.0|1046.0|0.7984732824427481|-200.0|487.0|552.0|194.0|1351.0|1527.0
1546|2|Spring|1338.0|1016.0|0.7593423019431988|215.0|98.0|798.0|95.0|1766.0|1194.0
1547|3,1|Winter|1274.0|1160.0|0.9105180533751962|-200.0|606.0|587.0|133.0|1412.0|1373.0
1548|-200|Spring|1459.0|1124.0|0.77039067854695|-200.0|-200.0|736.0|-200.0|1823.0|1300.0
1549|0,4|Spring|986.0|781.0|0.7920892494929006|-200.0|60.0|1063.0|58.0|1633.0|693.0
1550|2,7|Spring|1287.0|1078.0|0.8376068376068376|169.0|163.0|949.0|123.0|1660.0|1061.0
1551|0,8|Winter|847.0|586.0|0.69185360094451|-200.0|125.0|1163.0|92.0|814.0|473.0
1552|2,2|Fall|1114.0|1077.0|0.966786355475763|-200.0|319.0|633.0|121.0|1705.0|1199.0
1553|-200|Spring|1201.0|1102.0|0.9175686927560366|-200.0|-200.0|814.0|-200.0|1682.0|1175.0
1554|4,4|Winter|1355.0|1244.0|0.9180811808118081|-200.0|644.0|536.0|212.0|1454.0|1715.0
1555|-200|Fall|1300.0|1296.0|0.9969230769230769|-200.0|-200.0|489.0|-200.0|1989.0|1639.0
1556|2,9|Fall|1311.0|1178.0|0.8985507246376812|-200.0|366.0|574.0|111.0|1769.0|1208.0
1557|0,5|Fall|829.0|628.0|0.7575392038600723|-200.0|-200.0|994.0|-200.0|1378.0|577.0
1558|-200|Summer|914.0|1014.0|1.1094091903719911|-200.0|-200.0|988.0|-200.0|1597.0|775.0
1559|-200|Summer|1038.0|925.0|0.8911368015414258|-200.0|-200.0|746.0|-200.0|1534.0|714.0
1560|-200|Spring|803.0|586.0|0.7297633872976339|-200.0|-200.0|1442.0|-200.0|1232.0|573.0
1561|-200|Spring|1320.0|1423.0|1.0780303030303031|-200.0|-200.0|767.0|-200.0|1986.0|1385.0
1562|0,6|Spring|818.0|497.0|0.6075794621026895|-200.0|53.0|1198.0|50.0|885.0|347.0
1563|-200|Summer|926.0|853.0|0.9211663066954644|-200.0|94.0|894.0|90.0|1478.0|651.0
1564|1,5|Fall|1010.0|884.0|0.8752475247524752|-200.0|216.0|719.0|59.0|1430.0|938.0
1565|1,6|Summer|973.0|911.0|0.9362795477903392|-200.0|126.0|800.0|121.0|1441.0|891.0
1566|0,8|Spring|927.0|571.0|0.61596548004315|17.0|56.0|1685.0|71.0|1223.0|487.0
1567|-200|Summer|1026.0|927.0|0.9035087719298246|-200.0|102.0|915.0|82.0|1781.0|878.0
1568|4,0|Spring|1531.0|1394.0|0.9105160026126714|-200.0|673.0|407.0|133.0|1860.0|1683.0
1569|4,7|Spring|1198.0|1291.0|1.0776293823038396|-200.0|603.0|531.0|219.0|1295.0|1527.0
1570|0,4|Summer|903.0|648.0|0.717607973421927|-200.0|19.0|975.0|21.0|1559.0|603.0
1571|4,3|Spring|1400.0|1227.0|0.8764285714285714|-200.0|558.0|465.0|192.0|1542.0|1661.0
1572|1,2|Fall|935.0|810.0|0.8663101604278075|-200.0|243.0|881.0|74.0|1356.0|835.0
1573|3,4|Summer|1083.0|1237.0|1.1421975992613111|-200.0|210.0|737.0|129.0|1786.0|1077.0
1574|1,4|Spring|988.0|718.0|0.7267206477732794|40.0|82.0|1396.0|91.0|1304.0|692.0
1575|6,7|Spring|1975.0|1667.0|0.8440506329113924|523.0|347.0|597.0|182.0|2416.0|2359.0
1576|1,3|Spring|1004.0|821.0|0.8177290836653387|-200.0|72.0|1031.0|68.0|1510.0|629.0
1577|0,2|Fall|649.0|397.0|0.6117103235747303|-200.0|25.0|2062.0|21.0|798.0|261.0
1578|1,2|Fall|925.0|768.0|0.8302702702702702|-200.0|119.0|987.0|70.0|1289.0|541.0
1579|0,5|Spring|865.0|494.0|0.5710982658959538|36.0|39.0|1613.0|53.0|1185.0|367.0
1580|2,4|Winter|959.0|717.0|0.7476538060479666|-200.0|171.0|892.0|113.0|939.0|664.0
1581|2,7|Spring|1260.0|1050.0|0.8333333333333334|263.0|156.0|828.0|111.0|1722.0|979.0
1582|3,1|Summer|1100.0|1202.0|1.0927272727272728|-200.0|154.0|732.0|148.0|1856.0|1004.0
1583|-200|Spring|947.0|752.0|0.7940865892291447|-200.0|-200.0|1068.0|-200.0|1434.0|620.0
1584|1,1|Spring|1110.0|814.0|0.7333333333333333|-200.0|75.0|948.0|73.0|1571.0|854.0
1585|-200|Fall|1379.0|1433.0|1.0391588107324148|-200.0|-200.0|605.0|-200.0|1982.0|1370.0
1586|0,6|Winter|864.0|554.0|0.6412037037037037|-200.0|105.0|1159.0|79.0|819.0|545.0
1587|1,1|Spring|1078.0|734.0|0.6808905380333952|44.0|-200.0|1128.0|-200.0|1487.0|1021.0
1588|0,9|Summer|1009.0|875.0|0.867195242814668|-200.0|81.0|797.0|61.0|1738.0|1060.0
1589|4,3|Summer|1140.0|1289.0|1.130701754385965|-200.0|294.0|634.0|162.0|1884.0|1390.0
1590|2,4|Fall|1137.0|1047.0|0.920844327176781|-200.0|229.0|680.0|123.0|1620.0|1138.0
1591|0,5|Spring|846.0|557.0|0.6583924349881797|31.0|19.0|1385.0|32.0|1212.0|406.0
1592|-200|Fall|1518.0|1483.0|0.9769433465085638|-200.0|-200.0|454.0|-200.0|2098.0|1666.0
1593|4,8|Winter|1422.0|1362.0|0.9578059071729957|-200.0|920.0|775.0|214.0|1509.0|1956.0
1594|4,2|Winter|1102.0|1221.0|1.1079854809437386|-200.0|484.0|609.0|212.0|1136.0|1329.0
1595|2,2|Spring|1379.0|1068.0|0.7744742567077593|-200.0|171.0|899.0|139.0|1663.0|1374.0
1596|1,5|Summer|1022.0|826.0|0.8082191780821918|-200.0|82.0|857.0|91.0|1627.0|777.0
1597|1,4|Spring|1136.0|781.0|0.6875|-200.0|174.0|712.0|119.0|1169.0|691.0
1598|-200|Fall|1219.0|1042.0|0.8547990155865464|-200.0|-200.0|699.0|-200.0|1750.0|1253.0
1599|0,1|Spring|771.0|626.0|0.8119325551232166|-200.0|34.0|1502.0|41.0|1210.0|430.0
1600|0,9|Fall|961.0|828.0|0.8616024973985432|-200.0|132.0|892.0|66.0|1491.0|837.0
1601|1,5|Summer|1167.0|1065.0|0.9125964010282777|-200.0|148.0|808.0|78.0|1886.0|1139.0
1602|2|Fall|1197.0|1058.0|0.883876357560568|-200.0|273.0|634.0|91.0|1626.0|1237.0
1603|1,6|Fall|961.0|765.0|0.7960457856399584|-200.0|217.0|865.0|108.0|1212.0|811.0
1604|2,8|Summer|1145.0|1170.0|1.0218340611353711|-200.0|157.0|751.0|123.0|1894.0|1376.0
1605|-200|Fall|1506.0|1385.0|0.9196547144754316|-200.0|-200.0|555.0|-200.0|2260.0|1935.0
1606|0,3|Summer|834.0|527.0|0.63189448441247|-200.0|10.0|1242.0|17.0|1458.0|427.0
1607|0,9|Summer|938.0|816.0|0.8699360341151386|-200.0|38.0|917.0|65.0|1418.0|506.0
1608|0,8|Fall|905.0|776.0|0.8574585635359117|-200.0|163.0|851.0|48.0|1327.0|825.0
1609|-200|Fall|889.0|665.0|0.7480314960629921|-200.0|-200.0|943.0|-200.0|1310.0|805.0
1610|1,9|Spring|1236.0|849.0|0.6868932038834952|-200.0|251.0|631.0|150.0|1274.0|1131.0
1611|2,4|Fall|1120.0|1045.0|0.9330357142857143|-200.0|264.0|752.0|122.0|1563.0|975.0
1612|-200|Spring|1034.0|684.0|0.6615087040618955|-200.0|-200.0|1110.0|-200.0|1423.0|813.0
1613|5,2|Winter|1795.0|1382.0|0.7699164345403899|-200.0|894.0|410.0|262.0|1609.0|2355.0
1614|2,5|Fall|1236.0|1011.0|0.8179611650485437|-200.0|320.0|631.0|91.0|1706.0|1305.0
1615|2|Spring|1273.0|963.0|0.7564807541241163|245.0|98.0|832.0|82.0|1662.0|931.0
1616|-200|Fall|1282.0|1075.0|0.8385335413416537|-200.0|-200.0|605.0|-200.0|1651.0|1103.0
1617|0,6|Spring|922.0|541.0|0.586767895878525|39.0|45.0|1453.0|57.0|1246.0|432.0
1618|3,8|Winter|1342.0|1215.0|0.9053651266766021|-200.0|796.0|542.0|196.0|1332.0|1806.0
1619|2,1|Fall|1113.0|978.0|0.8787061994609164|-200.0|-200.0|705.0|-200.0|1538.0|946.0
1620|1,4|Summer|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0
1621|2,1|Winter|994.0|871.0|0.8762575452716298|-200.0|279.0|793.0|174.0|997.0|836.0
1622|2,5|Spring|1478.0|1055.0|0.7138024357239513|122.0|160.0|929.0|121.0|1671.0|1262.0
1623|1,1|Summer|1048.0|828.0|0.7900763358778626|-200.0|52.0|922.0|59.0|1618.0|683.0
1624|0,6|Fall|832.0|644.0|0.7740384615384616|-200.0|94.0|990.0|40.0|1239.0|747.0
1625|0,9|Spring|870.0|729.0|0.8379310344827586|-200.0|43.0|1096.0|53.0|1475.0|586.0
1626|0,9|Spring|888.0|598.0|0.6734234234234234|40.0|46.0|1396.0|58.0|1156.0|417.0
1627|-200|Fall|961.0|759.0|0.7898022892819979|-200.0|-200.0|943.0|-200.0|1375.0|799.0
1628|4,8|Winter|1349.0|1136.0|0.8421052631578947|-200.0|539.0|575.0|149.0|1299.0|1810.0
1629|0,3|Summer|1092.0|1005.0|0.9203296703296703|-200.0|64.0|669.0|98.0|1746.0|836.0
1630|-200|Winter|943.0|816.0|0.865323435843054|-200.0|-200.0|828.0|-200.0|1033.0|868.0
1631|2,6|Winter|1175.0|1002.0|0.8527659574468085|-200.0|492.0|668.0|122.0|1422.0|1059.0
1632|1,7|Summer|1008.0|962.0|0.9543650793650794|-200.0|145.0|845.0|129.0|1545.0|742.0
1633|3,3|Spring|1452.0|1371.0|0.9442148760330579|-200.0|207.0|576.0|117.0|2138.0|1622.0
1634|2,8|Spring|1456.0|999.0|0.6861263736263736|-200.0|175.0|835.0|107.0|1714.0|1202.0
1635|0,5|Spring|859.0|727.0|0.8463329452852154|-200.0|65.0|1120.0|84.0|1187.0|753.0
1636|0,6|Winter|960.0|532.0|0.5541666666666667|-200.0|66.0|1059.0|60.0|1122.0|724.0
1637|0,8|Winter|873.0|583.0|0.6678121420389461|-200.0|94.0|1155.0|66.0|1108.0|642.0
1638|-200|Spring|1028.0|682.0|0.6634241245136187|-200.0|-200.0|1090.0|-200.0|1448.0|697.0
1639|1,5|Winter|1131.0|793.0|0.7011494252873564|-200.0|228.0|728.0|142.0|1173.0|1054.0
1640|1,1|Summer|-200.0|-200.0|1.0|-200.0|53.0|-200.0|71.0|-200.0|-200.0
1641|8|Fall|1744.0|1793.0|1.0280963302752293|-200.0|820.0|352.0|136.0|2469.0|2007.0
1642|3,5|Spring|1242.0|1193.0|0.9605475040257649|-200.0|221.0|684.0|125.0|1945.0|1175.0
1643|3,5|Spring|1315.0|1225.0|0.9315589353612167|-200.0|518.0|509.0|193.0|1408.0|1365.0
1644|0,7|Summer|855.0|606.0|0.7087719298245614|-200.0|28.0|1214.0|37.0|1403.0|438.0
1645|1,2|Summer|1061.0|891.0|0.8397737983034873|-200.0|53.0|721.0|57.0|1697.0|894.0
1646|-200|Spring|1213.0|1274.0|1.0502885408079143|-200.0|-200.0|762.0|-200.0|1914.0|1264.0
1647|-200|Summer|958.0|900.0|0.9394572025052192|-200.0|-200.0|782.0|-200.0|1493.0|830.0
1648|3,8|Spring|1437.0|1202.0|0.8364648573416841|-200.0|660.0|507.0|197.0|1510.0|1459.0
1649|-200|Spring|973.0|761.0|0.7821171634121274|-200.0|49.0|954.0|55.0|1501.0|815.0
1650|2,4|Spring|1049.0|683.0|0.6510962821734986|-200.0|156.0|782.0|110.0|1190.0|796.0
1651|-200|Spring|1059.0|1070.0|1.0103871576959396|-200.0|-200.0|925.0|-200.0|1401.0|976.0
1652|0,4|Winter|850.0|529.0|0.6223529411764706|-200.0|64.0|1183.0|56.0|780.0|385.0
1653|1|Summer|977.0|783.0|0.8014329580348004|-200.0|43.0|939.0|58.0|1543.0|586.0
1654|-200|Summer|1215.0|1303.0|1.0724279835390946|-200.0|220.0|694.0|97.0|2180.0|1358.0
1655|1,2|Summer|929.0|869.0|0.9354144241119483|-200.0|80.0|942.0|89.0|1454.0|624.0
1656|4|Winter|1253.0|1238.0|0.9880287310454908|-200.0|433.0|571.0|138.0|1613.0|1351.0
1657|-200|Fall|1305.0|1223.0|0.9371647509578545|-200.0|460.0|545.0|120.0|1720.0|1414.0
1658|2,4|Spring|-200.0|-200.0|1.0|160.0|175.0|-200.0|102.0|-200.0|-200.0
1659|0,5|Summer|825.0|667.0|0.8084848484848485|-200.0|47.0|1079.0|62.0|1475.0|659.0
1660|1,1|Fall|944.0|1005.0|1.0646186440677967|-200.0|363.0|874.0|109.0|1633.0|1094.0
1661|-200|Summer|895.0|672.0|0.7508379888268156|-200.0|19.0|941.0|36.0|1469.0|703.0
1662|-200|Spring|882.0|654.0|0.7414965986394558|-200.0|-200.0|1141.0|-200.0|1377.0|819.0
1663|4,7|Fall|1383.0|1406.0|1.0166305133767173|-200.0|502.0|824.0|176.0|1582.0|1678.0
1664|3,3|Winter|1239.0|1096.0|0.8845843422114609|-200.0|758.0|577.0|260.0|1211.0|1459.0
1665|2,8|Fall|1144.0|1091.0|0.9536713286713286|-200.0|436.0|671.0|171.0|1295.0|1388.0
1666|1,3|Summer|902.0|808.0|0.8957871396895787|-200.0|57.0|912.0|64.0|1408.0|632.0
1667|6,5|Winter|-200.0|-200.0|1.0|-200.0|1061.0|-200.0|284.0|-200.0|-200.0
1668|0,9|Spring|1028.0|615.0|0.5982490272373541|27.0|74.0|1384.0|67.0|1340.0|853.0
1669|1,2|Winter|945.0|707.0|0.7481481481481481|-200.0|159.0|963.0|97.0|1005.0|657.0
1670|2,8|Summer|1177.0|1156.0|0.9821580288870009|-200.0|147.0|684.0|120.0|1983.0|1310.0
1671|2,7|Fall|1222.0|1133.0|0.9271685761047463|-200.0|282.0|624.0|96.0|1698.0|1195.0
1672|1,8|Fall|1084.0|929.0|0.8570110701107011|-200.0|189.0|751.0|100.0|1517.0|1081.0
1673|1,8|Summer|1058.0|1004.0|0.9489603024574669|-200.0|92.0|776.0|98.0|1684.0|947.0
1674|0,4|Winter|734.0|478.0|0.6512261580381471|-200.0|51.0|2294.0|39.0|805.0|378.0
1675|0,8|Spring|968.0|640.0|0.6611570247933884|29.0|43.0|1320.0|61.0|1386.0|867.0
1676|3,9|Spring|1316.0|1177.0|0.8943768996960486|-200.0|525.0|544.0|178.0|1392.0|1529.0
1677|2,2|Spring|1120.0|1096.0|0.9785714285714285|-200.0|130.0|753.0|102.0|1767.0|976.0
1678|5,4|Fall|1654.0|1546.0|0.9347037484885127|-200.0|494.0|435.0|152.0|2176.0|2007.0
1679|2,3|Fall|1181.0|1091.0|0.9237933954276037|-200.0|-200.0|638.0|-200.0|1637.0|1072.0
1680|-200|Summer|1128.0|978.0|0.8670212765957447|-200.0|92.0|733.0|89.0|1683.0|1193.0
1681|1,2|Summer|1132.0|1014.0|0.8957597173144877|-200.0|106.0|728.0|101.0|1628.0|1279.0
1682|1,9|Summer|1051.0|1003.0|0.9543292102759277|-200.0|102.0|711.0|110.0|1715.0|909.0
1683|0,9|Summer|936.0|730.0|0.7799145299145299|-200.0|48.0|864.0|38.0|1551.0|726.0
1684|-200|Fall|1406.0|1216.0|0.8648648648648649|-200.0|-200.0|542.0|-200.0|1772.0|1314.0
1685|2,6|Spring|1274.0|1109.0|0.8704866562009419|226.0|161.0|820.0|80.0|1723.0|1138.0
1686|1,9|Summer|1015.0|1062.0|1.0463054187192118|-200.0|127.0|877.0|120.0|1668.0|847.0
1687|2,7|Winter|1188.0|983.0|0.8274410774410774|-200.0|482.0|648.0|170.0|1193.0|1338.0
1688|2,4|Spring|1106.0|1097.0|0.9918625678119349|-200.0|135.0|902.0|105.0|1552.0|941.0
1689|1,0|Winter|855.0|578.0|0.6760233918128655|-200.0|144.0|1121.0|108.0|855.0|599.0
1690|2,5|Fall|1142.0|1078.0|0.9439579684763573|-200.0|358.0|670.0|126.0|1256.0|1261.0
1691|-200|Summer|822.0|569.0|0.6922141119221411|-200.0|14.0|1204.0|22.0|1396.0|429.0
1692|3,2|Spring|1315.0|1142.0|0.8684410646387832|459.0|178.0|724.0|126.0|1807.0|1161.0
1693|1,9|Summer|1113.0|1013.0|0.9101527403414196|-200.0|125.0|702.0|119.0|1781.0|903.0
1694|3|Summer|1093.0|1163.0|1.0640439158279964|-200.0|189.0|717.0|160.0|1705.0|1139.0
1695|4,5|Summer|1256.0|1430.0|1.1385350318471337|-200.0|255.0|660.0|170.0|2151.0|1380.0
1696|1,5|Winter|952.0|838.0|0.8802521008403361|-200.0|268.0|948.0|133.0|937.0|976.0
1697|3,3|Fall|1358.0|1277.0|0.9403534609720177|-200.0|403.0|563.0|123.0|1892.0|1429.0
1698|1,3|Spring|973.0|739.0|0.7595066803699897|79.0|81.0|1186.0|87.0|1354.0|589.0
1699|2|Summer|1073.0|1009.0|0.940354147250699|-200.0|206.0|639.0|105.0|1655.0|955.0
1700|3,1|Spring|1636.0|1168.0|0.7139364303178484|342.0|207.0|721.0|110.0|1926.0|1438.0
1701|4,8|Winter|1253.0|1284.0|1.0247406225059856|-200.0|612.0|536.0|171.0|1285.0|1618.0
1702|2,6|Fall|1147.0|1168.0|1.018308631211857|-200.0|417.0|858.0|165.0|1492.0|1118.0
1703|0,6|Spring|862.0|561.0|0.6508120649651972|43.0|-200.0|1449.0|-200.0|1219.0|502.0
1704|2,6|Winter|1187.0|961.0|0.8096040438079192|-200.0|497.0|685.0|115.0|1408.0|1017.0
1705|0,5|Spring|804.0|505.0|0.6281094527363185|31.0|34.0|1718.0|37.0|1148.0|329.0
1706|-200|Fall|793.0|636.0|0.8020176544766708|-200.0|62.0|1213.0|45.0|1195.0|514.0
1707|2|Fall|1188.0|954.0|0.803030303030303|-200.0|216.0|664.0|72.0|1636.0|1148.0
1708|4,3|Spring|1409.0|1262.0|0.8956706884315118|-200.0|606.0|434.0|146.0|1709.0|1566.0
1709|2,2|Fall|1077.0|969.0|0.8997214484679665|-200.0|337.0|690.0|135.0|1405.0|1023.0
1710|1,1|Spring|1027.0|684.0|0.6660175267770204|-200.0|132.0|788.0|94.0|1149.0|666.0
1711|-200|Fall|1243.0|997.0|0.8020917135961384|-200.0|-200.0|648.0|-200.0|1587.0|1155.0
1712|-200|Spring|872.0|632.0|0.7247706422018348|-200.0|37.0|1132.0|47.0|1403.0|768.0
1713|3,3|Winter|1507.0|1170.0|0.7763769077637691|-200.0|574.0|488.0|224.0|1392.0|1999.0
1714|1,8|Spring|1070.0|776.0|0.7252336448598131|79.0|127.0|1065.0|93.0|1369.0|697.0
1715|1,7|Fall|881.0|831.0|0.9432463110102156|-200.0|330.0|911.0|116.0|1074.0|793.0
1716|0,6|Spring|892.0|767.0|0.8598654708520179|-200.0|71.0|1180.0|84.0|1466.0|657.0
1717|3,4|Summer|1091.0|1161.0|1.064161319890009|-200.0|210.0|682.0|128.0|1797.0|1153.0
1718|1,0|Winter|909.0|636.0|0.6996699669966997|-200.0|182.0|992.0|104.0|947.0|720.0
1719|-200|Summer|1029.0|791.0|0.7687074829931972|-200.0|-200.0|855.0|-200.0|1567.0|651.0
1720|1,6|Winter|856.0|734.0|0.8574766355140186|-200.0|263.0|1041.0|121.0|853.0|781.0
1721|2,6|Winter|-200.0|-200.0|1.0|-200.0|299.0|-200.0|149.0|-200.0|-200.0
1722|-200|Winter|929.0|668.0|0.7190527448869752|-200.0|-200.0|937.0|-200.0|1054.0|696.0
1723|2,0|Winter|1366.0|1213.0|0.8879941434846267|-200.0|378.0|489.0|134.0|1611.0|1469.0
1724|4,4|Winter|1488.0|1286.0|0.864247311827957|-200.0|910.0|452.0|170.0|1648.0|1766.0
1725|-200|Fall|1141.0|1049.0|0.9193689745836985|-200.0|-200.0|675.0|-200.0|1530.0|1117.0
1726|-200|Fall|1171.0|972.0|0.8300597779675492|-200.0|-200.0|650.0|-200.0|1529.0|1181.0
1727|2,9|Spring|1159.0|1097.0|0.9465056082830026|-200.0|136.0|748.0|107.0|1709.0|995.0
1728|-200|Summer|1070.0|932.0|0.8710280373831776|-200.0|-200.0|685.0|-200.0|1648.0|847.0
1729|2,1|Spring|1300.0|872.0|0.6707692307692308|-200.0|133.0|941.0|90.0|1577.0|1054.0
1730|-200|Summer|869.0|648.0|0.7456846950517837|-200.0|-200.0|953.0|-200.0|1401.0|644.0
1731|-200|Summer|1234.0|1205.0|0.9764991896272285|-200.0|142.0|658.0|149.0|1781.0|1160.0
1732|3,7|Winter|1283.0|1149.0|0.8955572876071707|-200.0|586.0|587.0|235.0|1148.0|1799.0
1733|2,2|Summer|1056.0|1083.0|1.0255681818181819|-200.0|-200.0|865.0|-200.0|1723.0|898.0
1734|1,9|Fall|1056.0|878.0|0.8314393939393939|-200.0|244.0|758.0|116.0|1308.0|856.0
1735|1|Spring|921.0|856.0|0.9294245385450597|-200.0|98.0|1163.0|93.0|1437.0|681.0
1736|0,1|Winter|1022.0|857.0|0.8385518590998043|-200.0|244.0|770.0|133.0|1068.0|1088.0
1737|3,9|Winter|1328.0|1300.0|0.9789156626506024|-200.0|654.0|499.0|301.0|1405.0|1672.0
1738|3,4|Fall|1455.0|1260.0|0.865979381443299|-200.0|464.0|502.0|84.0|1868.0|1540.0
1739|-200|Spring|1268.0|902.0|0.7113564668769716|-200.0|-200.0|906.0|-200.0|1589.0|932.0
1740|2,1|Winter|-200.0|-200.0|1.0|-200.0|292.0|-200.0|107.0|-200.0|-200.0
1741|4,2|Fall|1317.0|1269.0|0.9635535307517085|-200.0|905.0|554.0|205.0|1446.0|1679.0
1742|2,4|Summer|1105.0|1046.0|0.9466063348416289|-200.0|146.0|777.0|137.0|1751.0|1102.0
1743|-200,0|Spring|971.0|585.0|0.6024716786817713|-200.0|79.0|928.0|61.0|1004.0|394.0
1744|4,2|Spring|1611.0|1274.0|0.7908131595282434|284.0|279.0|754.0|161.0|1915.0|1697.0
1745|0,5|Fall|778.0|517.0|0.6645244215938303|-200.0|96.0|1330.0|63.0|890.0|510.0
1746|-200|Spring|1483.0|1213.0|0.8179366149696561|-200.0|-200.0|764.0|-200.0|1798.0|1249.0
1747|-200|Fall|1043.0|1053.0|1.009587727708533|-200.0|-200.0|707.0|-200.0|1514.0|959.0
1748|5,6|Fall|1440.0|1573.0|1.0923611111111111|-200.0|578.0|491.0|204.0|1997.0|1643.0
1749|2,2|Winter|1076.0|903.0|0.8392193308550185|-200.0|316.0|1627.0|102.0|1330.0|958.0
1750|2,8|Spring|1409.0|1113.0|0.7899219304471257|-200.0|157.0|710.0|110.0|1850.0|1256.0
1751|2,2|Fall|1189.0|1065.0|0.8957106812447435|-200.0|247.0|609.0|74.0|1683.0|1830.0
1752|2,2|Summer|-200.0|-200.0|1.0|-200.0|147.0|-200.0|99.0|-200.0|-200.0
1753|2,4|Spring|1250.0|990.0|0.792|-200.0|353.0|579.0|169.0|1262.0|1291.0
1754|3,4|Winter|1235.0|1118.0|0.9052631578947369|-200.0|453.0|612.0|148.0|1354.0|1222.0
1755|2,3|Spring|1106.0|1068.0|0.9656419529837251|211.0|116.0|915.0|99.0|1535.0|874.0
1756|5,6|Fall|1629.0|1466.0|0.899938612645795|-200.0|540.0|458.0|169.0|2130.0|1703.0
1757|-200|Fall|1298.0|1181.0|0.9098613251155624|-200.0|-200.0|644.0|-200.0|1962.0|1256.0
1758|1,4|Summer|877.0|858.0|0.9783352337514253|-200.0|118.0|1080.0|89.0|1535.0|724.0
1759|-200|Fall|1257.0|1299.0|1.0334128878281623|-200.0|-200.0|550.0|-200.0|1864.0|1302.0
1760|-200,0|Winter|1124.0|927.0|0.8247330960854092|-200.0|397.0|722.0|206.0|1047.0|1242.0
1761|-200|Fall|1045.0|964.0|0.9224880382775119|-200.0|-200.0|666.0|-200.0|1554.0|1140.0
1762|4,8|Spring|1581.0|1319.0|0.8342820999367488|307.0|281.0|799.0|151.0|2083.0|1409.0
1763|1,1|Spring|894.0|710.0|0.7941834451901566|66.0|61.0|1209.0|70.0|1200.0|611.0
1764|-200|Spring|1387.0|1361.0|0.9812545061283345|-200.0|-200.0|701.0|-200.0|1932.0|1505.0
1765|-200|Fall|1037.0|1053.0|1.0154291224686596|-200.0|-200.0|708.0|-200.0|1480.0|958.0
1766|2,1|Summer|1108.0|1049.0|0.9467509025270758|-200.0|206.0|749.0|142.0|1701.0|1137.0
